user_id,age,country,subscription_type,registration_date,total_watch_time_hours
U1156,61,Mexico,Premium,2023-08-10,464.6
U1157,18,Peru,Basic,2024-02-15,19.8
U1158,29,Colombia,Standard,2023-03-25,150.9
U1159,53,Argentina,Premium,2022-06-21,567.8
U1160,40,Peru,Basic,2022-01-05,289.6
U1161,30,Colombia,Basic,2022-01-04,83.6
U1162,19,Peru,Premium,2023-12-29,554.4
U1163,21,Mexico,Standard,2022-08-03,374.8
U1164,46,Chile,Basic,2022-12-18,319.1
U1165,24,Colombia,Premium,2024-02-08,474.3
U1166,59,Colombia,Basic,2023-05-20,368.4
U1167,52,Colombia,Premium,2022-10-04,614.1
U1168,25,Mexico,Basic,2022-07-20,67.2
U1169,52,Chile,Basic,2022-10-26,331.3
U1170,55,Colombia,Standard,2022-07-16,352.3
U1171,53,Mexico,Standard,2022-08-26,126.6
U1172,36,Chile,Standard,2022-04-18,552.3
U1173,32,Chile,Basic,2023-07-05,344.2
U1174,52,Mexico,Basic,2023-05-01,199.8
U1175,54,Chile,Basic,2024-02-22,53.8
U1176,56,Chile,Premium,2023-06-02,186.6
U1177,52,Argentina,Premium,2022-01-14,163.9
U1178,64,Mexico,Standard,2023-06-27,536.1
U1179,63,Chile,Standard,2023-01-21,137.7
U1180,46,Argentina,Basic,2023-11-11,42.4
U1181,63,Mexico,Basic,2023-05-24,202.7
U1182,52,Mexico,Premium,2022-06-28,130.7
U1183,40,Mexico,Standard,2022-12-29,394.1
U1184,36,Colombia,Basic,2024-01-27,175.3
U1185,24,Chile,Standard,2023-09-20,502.0
U1186,53,Mexico,Standard,2022-05-06,270.3
U1187,49,Mexico,Basic,2022-05-08,324.0
U1188,64,Argentina,Basic,2023-04-30,278.2
U1189,18,Peru,Basic,2022-03-26,188.1
U1190,40,Argentina,Standard,2023-05-26,263.0
U1191,31,Colombia,Standard,2022-07-08,531.7
U1192,28,Argentina,Premium,2023-03-31,130.2
U1193,36,Mexico,Standard,2022-09-01,453.9
U1194,33,Argentina,Standard,2023-10-02,277.4
U1195,44,Argentina,Basic,2022-11-12,66.4
U1196,31,Mexico,Standard,2022-09-24,597.9
U1197,47,Mexico,Standard,2023-07-14,105.3
U1198,21,Argentina,Basic,2023-08-06,252.2
U1199,28,Mexico,Basic,2022-11-10,422.1
U1200,50,Mexico,Standard,2022-12-07,527.2
U1201,35,Argentina,Premium,2023-11-08,707.8
U1202,44,Colombia,Basic,2022-05-30,75.6
U1203,65,Mexico,Basic,2023-03-12,83.4
U1204,58,Chile,Basic,2023-07-30,174.4
U1205,19,Chile,Basic,2023-01-27,413.5
U1206,64,Chile,Basic,2023-08-17,257.5
U1207,52,Mexico,Standard,2022-09-27,29.9
U1208,64,Mexico,Basic,2022-07-11,207.6
U1209,61,Mexico,Basic,2022-03-01,67.4
U1210,25,Mexico,Standard,2022-05-18,596.3
U1211,34,Peru,Basic,2022-05-31,241.2
U1212,27,Colombia,Basic,2024-02-02,74.4
U1213,61,Mexico,Standard,2023-01-08,513.1
U1214,52,Mexico,Standard,2023-04-17,291.9
U1215,56,Mexico,Premium,2023-11-27,455.0
U1216,23,Argentina,Standard,2022-02-14,608.7
U1217,41,Argentina,Basic,2024-02-08,99.1
U1218,65,Chile,Basic,2023-03-31,276.8
U1219,47,Chile,Standard,2022-02-01,71.3
U1220,42,Peru,Basic,2022-09-10,254.6
U1221,45,Peru,Standard,2023-06-04,508.2
U1222,19,Mexico,Basic,2023-03-15,383.0
U1223,64,Argentina,Basic,2023-05-19,282.2
U1224,51,Argentina,Standard,2022-11-20,390.4
U1225,61,Mexico,Standard,2023-04-20,427.0
U1226,22,Argentina,Basic,2023-07-21,182.5
U1227,58,Argentina,Basic,2023-09-15,362.9
U1228,46,Chile,Basic,2022-07-04,489.4
U1229,27,Colombia,Standard,2022-04-13,352.1
U1230,52,Chile,Standard,2022-10-31,153.4
U1231,65,Argentina,Standard,2023-09-16,488.6
U1232,44,Mexico,Standard,2023-12-12,57.2
U1233,48,Mexico,Standard,2023-07-15,215.1
U1234,49,Mexico,Standard,2022-07-01,189.2
U1235,42,Argentina,Premium,2022-04-13,610.0
U1236,46,Argentina,Premium,2022-03-14,368.7
U1237,20,Colombia,Basic,2022-07-14,425.1
U1238,53,Chile,Standard,2023-04-01,222.9
U1239,42,Colombia,Premium,2022-01-26,551.2
U1240,50,Mexico,Basic,2022-05-10,62.5
U1241,27,Mexico,Standard,2024-02-11,114.7
U1242,56,Mexico,Premium,2023-02-03,429.6
U1243,46,Argentina,Premium,2023-12-29,501.7
U1244,48,Mexico,Premium,2023-07-08,924.7
U1245,24,Colombia,Standard,2022-02-24,203.6
U1246,53,Argentina,Standard,2023-07-01,137.2
U1247,31,Colombia,Standard,2022-12-02,271.5
U1248,42,Mexico,Premium,2022-09-18,549.1
U1249,59,Chile,Standard,2023-04-16,436.0
U1250,62,Mexico,Premium,2023-12-20,683.2
U1251,61,Mexico,Premium,2023-04-03,91.5
U1252,37,Mexico,Premium,2023-02-20,517.6
U1253,60,Chile,Standard,2023-01-23,234.6
U1254,32,Argentina,Premium,2023-08-14,844.7
U1255,21,Peru,Basic,2023-01-27,505.4
U1256,54,Mexico,Premium,2024-01-30,745.7
U1257,54,Argentina,Basic,2022-12-06,249.3
U1258,57,Colombia,Basic,2022-09-22,105.8
U1259,59,Mexico,Standard,2022-10-17,94.4
U1260,53,Argentina,Standard,2022-01-23,79.2
U1261,37,Chile,Basic,2022-03-07,363.0
U1262,26,Colombia,Basic,2022-01-29,227.8
U1263,57,Argentina,Standard,2023-12-17,77.1
U1264,33,Colombia,Premium,2022-04-20,171.5
U1265,42,Colombia,Premium,2023-03-24,718.7
U1266,23,Argentina,Premium,2024-01-17,871.6
U1267,34,Chile,Basic,2023-06-17,285.8
U1268,55,Argentina,Basic,2023-10-20,411.1
U1269,62,Mexico,Basic,2022-01-10,273.2
U1270,44,Colombia,Standard,2023-08-26,169.9
U1271,44,Peru,Standard,2023-10-09,56.9
U1272,27,Colombia,Standard,2022-03-30,604.5
U1273,61,Colombia,Premium,2022-09-04,592.1
U1274,55,Mexico,Basic,2023-09-11,278.4
U1275,64,Mexico,Premium,2022-10-21,889.3
U1276,54,Mexico,Premium,2022-09-10,139.0
U1277,34,Mexico,Basic,2022-03-31,427.8
U1278,29,Chile,Standard,2023-12-31,36.2
U1279,64,Colombia,Basic,2022-12-28,404.5
U1280,23,Chile,Basic,2022-04-26,423.4
U1281,51,Chile,Standard,2024-02-20,452.5
U1282,65,Argentina,Basic,2023-01-19,413.3
U1283,52,Mexico,Standard,2023-10-04,440.5
U1284,40,Argentina,Standard,2022-01-24,383.9
U1285,42,Argentina,Standard,2023-10-06,207.1
U1286,56,Mexico,Basic,2023-02-28,415.2
U1287,31,Argentina,Basic,2022-04-24,301.9
U1288,46,Mexico,Basic,2023-12-24,80.3
U1289,41,Mexico,Basic,2023-09-17,58.5
U1290,47,Chile,Standard,2022-04-18,526.8
U1291,31,Colombia,Basic,2022-07-18,81.6
U1292,42,Chile,Basic,2023-07-25,338.3
U1293,33,Chile,Basic,2023-03-12,196.2
U1294,63,Chile,Basic,2022-09-07,178.8
U1295,43,Colombia,Basic,2023-03-11,351.3
U1296,27,Argentina,Basic,2022-07-24,124.3
U1297,18,Chile,Basic,2022-04-22,359.2
U1298,22,Mexico,Basic,2024-02-24,25.1
U1299,45,Argentina,Standard,2023-01-06,564.9
U1300,32,Chile,Basic,2023-04-22,350.3
U1301,53,Colombia,Basic,2022-07-28,433.5
U1302,53,Colombia,Basic,2023-06-01,254.6
U1303,56,Colombia,Basic,2022-04-11,213.7
U1304,35,Argentina,Standard,2023-10-25,68.3
U1305,40,Colombia,Basic,2022-09-28,358.2
U1306,34,Chile,Premium,2023-08-15,828.9
U1307,27,Colombia,Basic,2023-09-06,19.4
U1308,41,Chile,Basic,2022-11-12,57.9
U1309,51,Peru,Basic,2022-01-28,107.7
U1310,45,Peru,Standard,2024-01-01,577.0
U1311,52,Chile,Basic,2022-12-08,153.5
U1312,23,Argentina,Standard,2024-02-15,356.2
U1313,53,Colombia,Standard,2023-03-25,497.4
U1314,65,Chile,Standard,2022-12-13,293.8
U1315,20,Chile,Standard,2023-12-17,528.3
U1316,24,Mexico,Premium,2023-06-02,637.3
U1317,27,Mexico,Basic,2022-05-03,54.5
U1318,37,Peru,Standard,2023-01-24,367.8
U1319,62,Mexico,Standard,2023-03-14,20.9
U1320,58,Colombia,Basic,2022-09-25,171.7
U1321,59,Chile,Basic,2023-08-19,57.1
U1322,43,Peru,Premium,2022-07-25,201.5
U1323,45,Argentina,Basic,2023-07-24,245.9
U1324,50,Chile,Basic,2022-12-17,258.7
U1325,48,Argentina,Basic,2023-02-05,231.7
U1326,41,Chile,Premium,2023-10-10,415.2
U1327,45,Colombia,Standard,2022-10-27,321.2
U1328,41,Mexico,Basic,2022-10-23,263.6
U1329,47,Argentina,Basic,2022-05-12,463.6
U1330,26,Chile,Premium,2022-08-12,540.1
U1331,32,Mexico,Standard,2023-07-10,408.5
U1332,58,Argentina,Premium,2022-09-18,132.0
U1333,45,Mexico,Basic,2023-11-15,58.3
U1334,38,Chile,Standard,2022-04-08,269.7
U1335,61,Mexico,Premium,2023-12-22,512.8
U1336,42,Peru,Standard,2022-11-12,570.7
U1337,45,Peru,Premium,2022-02-06,782.5
U1338,56,Mexico,Standard,2023-05-22,120.7
U1339,34,Argentina,Standard,2024-02-25,420.4
U1340,30,Colombia,Standard,2023-11-12,355.6
U1341,38,Mexico,Standard,2023-04-29,567.9
U1342,40,Mexico,Standard,2022-12-12,510.5
U1343,54,Mexico,Standard,2022-05-06,53.1
U1344,31,Colombia,Standard,2022-02-09,561.4
U1345,63,Chile,Standard,2023-08-09,65.4
U1346,21,Argentina,Standard,2023-11-05,81.1
U1347,48,Chile,Premium,2022-03-03,96.4
U1348,18,Mexico,Basic,2022-09-04,405.6
U1349,26,Peru,Standard,2023-03-25,426.8
U1350,26,Mexico,Basic,2023-02-11,388.6
U1351,22,Mexico,Premium,2022-02-17,825.4
U1352,18,Mexico,Basic,2023-07-17,251.3
U1353,36,Mexico,Standard,2023-08-07,71.5
U1354,37,Colombia,Basic,2024-01-12,172.6
U1355,53,Argentina,Premium,2023-11-16,457.6
U1356,60,Peru,Standard,2022-06-23,433.1
U1357,36,Colombia,Basic,2023-11-20,498.8
U1358,64,Chile,Premium,2024-01-14,570.6
U1359,61,Argentina,Standard,2023-11-16,58.7
U1360,65,Argentina,Standard,2022-01-28,372.4
U1361,34,Mexico,Basic,2023-07-27,444.9
U1362,48,Argentina,Standard,2022-02-26,114.8
U1363,61,Colombia,Basic,2022-01-06,119.9
U1364,53,Chile,Basic,2023-01-26,61.5
U1365,63,Argentina,Standard,2023-02-02,125.7
U1366,32,Mexico,Standard,2022-05-10,364.4
U1367,51,Mexico,Basic,2024-01-01,136.8
U1368,24,Mexico,Standard,2022-07-02,616.9
U1369,57,Chile,Standard,2023-03-21,28.5
U1370,43,Mexico,Basic,2023-07-12,242.4
U1371,42,Peru,Basic,2024-01-17,148.5
U1372,55,Chile,Standard,2023-04-02,401.0
U1373,46,Argentina,Premium,2023-09-15,35.2
U1374,54,Argentina,Premium,2022-10-20,137.2
U1375,63,Chile,Premium,2023-12-01,869.5
U1376,62,Peru,Standard,2022-03-11,386.1
U1377,32,Colombia,Basic,2023-06-05,419.8
U1378,33,Argentina,Standard,2022-09-14,266.6
U1379,32,Colombia,Premium,2022-03-02,180.1
U1380,47,Peru,Basic,2023-08-29,135.5
U1381,47,Peru,Standard,2022-10-15,475.9
U1382,42,Mexico,Standard,2022-02-12,136.6
U1383,40,Mexico,Basic,2022-10-01,411.5
U1384,54,Chile,Premium,2023-08-17,582.5
U1385,43,Mexico,Standard,2022-07-01,139.3
U1386,36,Peru,Premium,2022-07-12,88.0
U1387,56,Colombia,Premium,2022-01-24,404.3
U1388,39,Argentina,Standard,2022-02-26,115.6
U1389,56,Mexico,Basic,2023-11-21,31.6
U1390,65,Mexico,Standard,2022-05-09,427.2
U1391,52,Argentina,Premium,2023-04-15,301.7
U1392,35,Argentina,Basic,2023-02-09,361.6
U1393,63,Peru,Standard,2022-11-28,37.5
U1394,29,Colombia,Premium,2022-04-13,189.9
U1395,29,Mexico,Premium,2023-06-23,25.6
U1396,44,Colombia,Basic,2024-02-26,176.4
U1397,36,Chile,Basic,2022-05-30,280.8
U1398,18,Argentina,Basic,2022-02-28,210.5
U1399,39,Argentina,Basic,2023-03-05,112.1
U1400,47,Argentina,Basic,2022-03-21,221.1
U1401,22,Colombia,Premium,2023-03-16,773.5
U1402,51,Colombia,Premium,2023-01-05,778.4
U1403,61,Mexico,Standard,2022-06-17,27.8
U1404,50,Mexico,Premium,2023-12-04,404.1
U1405,22,Argentina,Standard,2022-03-13,158.8
U1406,46,Colombia,Basic,2022-01-01,160.9
U1407,31,Argentina,Premium,2023-09-27,708.8
U1408,38,Argentina,Basic,2023-01-07,493.5
U1409,53,Colombia,Basic,2023-03-29,383.6
U1410,30,Colombia,Standard,2023-02-03,166.1
U1411,33,Peru,Standard,2023-04-12,88.8
U1412,19,Chile,Basic,2023-08-11,549.5
U1413,37,Colombia,Standard,2022-07-18,390.4
U1414,56,Argentina,Standard,2023-07-27,104.3
U1415,35,Chile,Basic,2023-06-28,418.5
U1416,24,Mexico,Basic,2022-12-22,497.6
U1417,29,Argentina,Basic,2023-02-07,402.6
U1418,28,Argentina,Basic,2022-08-29,204.1
U1419,50,Peru,Premium,2023-07-02,304.5
U1420,22,Chile,Premium,2022-10-28,142.0
U1421,24,Colombia,Basic,2023-01-21,347.9
U1422,32,Mexico,Standard,2023-11-01,575.6
U1423,21,Argentina,Standard,2022-02-21,212.0
U1424,25,Mexico,Standard,2022-04-15,160.6
U1425,50,Chile,Basic,2023-04-27,110.0
U1426,49,Colombia,Standard,2022-10-02,270.1
U1427,65,Mexico,Basic,2022-09-17,10.4
U1428,29,Chile,Standard,2022-03-28,468.6
U1429,28,Mexico,Standard,2022-03-15,232.8
U1430,49,Chile,Basic,2022-12-03,178.5
U1431,18,Peru,Basic,2022-02-10,235.6
U1432,34,Mexico,Basic,2023-03-05,440.6
U1433,19,Colombia,Basic,2022-07-24,329.0
U1434,34,Peru,Basic,2022-08-11,332.6
U1435,61,Colombia,Standard,2022-05-08,97.2
U1436,42,Colombia,Standard,2022-09-18,222.1
U1437,54,Colombia,Basic,2022-08-10,160.1
U1438,53,Argentina,Premium,2022-04-21,20.0
U1439,18,Colombia,Basic,2022-12-22,310.0
U1440,41,Colombia,Basic,2022-05-25,380.4
U1441,62,Peru,Basic,2022-11-05,307.7
U1442,30,Peru,Standard,2023-11-08,409.4
U1443,40,Peru,Premium,2023-07-14,197.4
U1444,33,Mexico,Basic,2022-02-21,203.0
U1445,48,Argentina,Standard,2023-11-21,171.7
U1446,59,Chile,Standard,2023-05-17,74.1
U1447,43,Mexico,Premium,2023-08-26,238.8
U1448,30,Mexico,Premium,2022-03-19,600.8
U1449,25,Argentina,Standard,2022-04-14,654.2
U1450,35,Mexico,Basic,2022-11-21,171.2
U1451,57,Colombia,Standard,2022-02-08,270.2
U1452,28,Mexico,Basic,2022-06-04,54.1
U1453,57,Peru,Basic,2022-12-16,404.0
U1454,46,Argentina,Standard,2024-01-28,197.2
U1455,60,Argentina,Basic,2023-08-31,192.7
U1456,41,Argentina,Standard,2022-12-22,169.4
U1457,27,Colombia,Basic,2023-12-19,14.2
U1458,31,Mexico,Premium,2023-04-27,549.9
U1459,34,Argentina,Premium,2022-09-26,885.1
U1460,33,Argentina,Standard,2023-02-28,56.6
U1461,41,Mexico,Premium,2023-12-23,643.7
U1462,32,Colombia,Premium,2022-11-09,508.9
U1463,23,Colombia,Basic,2023-10-01,353.0
U1464,26,Mexico,Standard,2022-12-16,114.3
U1465,24,Colombia,Premium,2022-01-27,981.9
U1466,27,Mexico,Standard,2023-07-27,484.1
U1467,18,Peru,Standard,2022-03-13,470.3
U1468,19,Chile,Basic,2023-02-13,127.1
U1469,32,Mexico,Basic,2022-07-03,70.7
U1470,35,Colombia,Standard,2023-05-28,557.1
U1471,28,Chile,Premium,2022-10-16,147.9
U1472,49,Mexico,Premium,2022-01-22,263.9
U1473,51,Mexico,Premium,2024-02-18,154.7
U1474,20,Peru,Standard,2022-03-13,411.8
U1475,59,Argentina,Basic,2023-02-10,136.1
U1476,59,Argentina,Premium,2022-10-17,186.3
U1477,55,Mexico,Standard,2023-08-25,192.0
U1478,27,Colombia,Premium,2024-01-18,994.0
U1479,38,Mexico,Premium,2023-11-22,691.0
U1480,61,Mexico,Standard,2022-07-09,278.5
U1481,32,Colombia,Premium,2024-02-21,810.6
U1482,26,Mexico,Standard,2023-04-19,499.8
U1483,40,Mexico,Premium,2022-03-11,346.4
U1484,64,Mexico,Premium,2024-02-10,247.8
U1485,49,Peru,Standard,2022-01-25,239.7
U1486,29,Mexico,Premium,2022-08-11,93.1
U1487,40,Argentina,Standard,2022-08-04,372.3
U1488,59,Argentina,Basic,2023-11-23,171.0
U1489,26,Mexico,Standard,2023-08-04,253.9
U1490,27,Mexico,Standard,2022-11-18,209.9
U1491,58,Peru,Standard,2022-06-27,411.1
U1492,57,Argentina,Premium,2022-09-07,692.1
U1493,60,Argentina,Standard,2023-10-07,434.8
U1494,43,Mexico,Basic,2023-01-08,247.2
U1495,27,Colombia,Basic,2023-03-28,195.3
U1496,28,Mexico,Standard,2022-02-02,58.5
U1497,36,Colombia,Standard,2022-10-09,340.3
U1498,56,Mexico,Standard,2022-06-30,448.7
U1499,52,Argentina,Basic,2022-10-06,286.8
U1500,52,Argentina,Standard,2023-04-22,437.5
U1501,62,Peru,Standard,2022-01-08,125.4
U1502,65,Mexico,Premium,2023-04-29,141.2
U1503,21,Colombia,Premium,2023-03-31,928.7
U1504,60,Chile,Basic,2023-11-20,408.7
U1505,42,Mexico,Premium,2022-05-01,587.5
U1506,64,Chile,Basic,2022-07-12,192.2
U1507,40,Mexico,Standard,2022-03-15,398.7
U1508,64,Mexico,Basic,2022-06-06,230.9
U1509,33,Peru,Standard,2023-10-03,75.1
U1510,21,Colombia,Standard,2023-05-17,509.3
U1511,31,Mexico,Basic,2023-12-28,173.6
U1512,40,Peru,Premium,2022-11-28,353.2
U1513,63,Colombia,Premium,2022-12-21,422.7
U1514,42,Colombia,Premium,2023-04-25,268.2
U1515,60,Chile,Premium,2023-05-18,222.2
U1516,63,Mexico,Basic,2023-05-09,266.0
U1517,42,Colombia,Premium,2022-11-12,135.4
U1518,20,Peru,Standard,2022-02-06,593.9
U1519,43,Mexico,Basic,2022-11-04,184.9
U1520,48,Colombia,Basic,2022-08-18,239.2
U1521,58,Colombia,Premium,2022-06-19,772.1
U1522,49,Mexico,Basic,2022-01-05,359.3
U1523,30,Colombia,Standard,2022-06-19,219.7
U1524,64,Mexico,Standard,2023-04-01,100.6
U1525,47,Colombia,Premium,2022-09-16,209.4
U1526,47,Mexico,Basic,2023-01-31,396.3
U1527,45,Mexico,Basic,2022-05-31,391.6
U1528,36,Argentina,Premium,2022-09-15,959.8
U1529,40,Peru,Standard,2023-05-19,425.1
U1530,27,Mexico,Standard,2022-05-25,632.1
U1531,64,Colombia,Basic,2023-08-16,420.7
U1532,41,Chile,Standard,2023-06-22,277.4
U1533,54,Colombia,Standard,2022-09-07,215.6
U1534,53,Chile,Premium,2023-11-21,247.7
U1535,57,Colombia,Basic,2023-06-19,130.4
U1536,62,Colombia,Premium,2023-05-06,198.8
U1537,54,Mexico,Premium,2022-08-23,670.9
U1538,18,Argentina,Basic,2024-02-03,176.1
U1539,52,Chile,Standard,2024-01-04,504.7
U1540,20,Mexico,Basic,2022-10-30,458.7
U1541,52,Chile,Standard,2022-02-08,101.1
U1542,56,Colombia,Premium,2022-02-08,195.6
U1543,23,Mexico,Standard,2023-11-07,532.6
U1544,29,Peru,Standard,2023-08-26,571.2
U1545,42,Argentina,Premium,2022-02-04,398.6
U1546,48,Mexico,Standard,2023-11-25,439.6
U1547,23,Peru,Standard,2024-02-06,360.6
U1548,45,Argentina,Premium,2022-07-17,195.7
U1549,46,Argentina,Premium,2023-04-11,438.7
U1550,32,Peru,Standard,2023-05-14,592.9
U1551,51,Argentina,Basic,2023-01-15,344.3
U1552,34,Colombia,Standard,2022-09-25,417.6
U1553,64,Colombia,Basic,2022-03-31,400.7
U1554,58,Mexico,Standard,2022-02-12,257.1
U1555,30,Mexico,Standard,2024-01-25,30.6
U1556,49,Chile,Premium,2022-04-06,182.2
U1557,26,Argentina,Premium,2022-04-12,630.8
U1558,20,Argentina,Basic,2022-03-22,16.8
U1559,46,Colombia,Basic,2022-10-01,216.9
U1560,43,Argentina,Basic,2022-05-02,419.2
U1561,25,Colombia,Basic,2023-10-16,192.5
U1562,55,Chile,Basic,2022-05-31,38.2
U1563,37,Colombia,Basic,2024-02-12,399.7
U1564,52,Colombia,Basic,2023-09-19,129.3
U1565,49,Colombia,Basic,2024-02-21,191.1
U1566,24,Colombia,Standard,2023-01-27,559.6
U1567,65,Peru,Standard,2023-01-29,497.8
U1568,25,Colombia,Basic,2022-06-06,107.9
U1569,30,Colombia,Basic,2023-03-25,341.1
U1570,34,Colombia,Premium,2022-02-10,711.9
U1571,37,Colombia,Basic,2023-01-24,271.8
U1572,40,Chile,Premium,2024-01-18,295.0
U1573,59,Colombia,Premium,2022-09-22,475.3
U1574,58,Argentina,Basic,2023-12-30,373.6
U1575,51,Colombia,Premium,2022-02-25,235.1
U1576,28,Colombia,Premium,2023-04-18,513.3
U1577,59,Colombia,Standard,2022-08-04,321.1
U1578,47,Colombia,Standard,2023-12-07,555.3
U1579,50,Colombia,Premium,2023-06-13,228.3
U1580,26,Peru,Basic,2022-09-02,517.2
U1581,65,Mexico,Basic,2022-11-30,268.9
U1582,24,Argentina,Basic,2023-09-04,447.8
U1583,30,Colombia,Premium,2023-11-15,621.5
U1584,62,Chile,Premium,2023-01-07,842.3
U1585,19,Mexico,Standard,2023-07-07,13.9
U1586,35,Peru,Standard,2023-11-15,361.2
U1587,55,Argentina,Basic,2023-06-09,417.3
U1588,26,Mexico,Standard,2022-02-08,462.2
U1589,53,Colombia,Standard,2022-04-21,490.9
U1590,47,Chile,Basic,2023-02-21,391.3
U1591,57,Chile,Basic,2023-08-21,321.6
U1592,49,Colombia,Basic,2022-11-11,450.1
U1593,21,Mexico,Basic,2023-04-02,352.2
U1594,41,Argentina,Standard,2022-07-17,384.5
U1595,53,Mexico,Standard,2023-08-03,23.5
U1596,35,Chile,Standard,2022-08-06,437.9
U1597,46,Colombia,Standard,2022-11-24,542.7
U1598,58,Colombia,Standard,2022-10-05,382.0
U1599,26,Peru,Premium,2023-06-08,141.4
U1600,61,Argentina,Premium,2023-01-07,763.0
U1601,22,Mexico,Premium,2023-04-01,1029.7
U1602,47,Mexico,Standard,2024-01-24,520.6
U1603,18,Colombia,Basic,2022-06-23,488.9
U1604,24,Argentina,Standard,2023-01-16,118.4
U1605,62,Colombia,Basic,2022-10-29,205.9
U1606,61,Colombia,Standard,2023-07-29,73.1
U1607,42,Argentina,Standard,2022-01-25,498.8
U1608,44,Colombia,Standard,2024-01-15,402.7
U1609,48,Argentina,Standard,2023-07-13,438.0
U1610,39,Argentina,Basic,2022-06-08,355.0
U1611,65,Mexico,Standard,2024-01-22,386.6
U1612,54,Argentina,Basic,2022-11-06,447.4
U1613,23,Mexico,Basic,2023-04-23,127.8
U1614,52,Mexico,Basic,2022-10-28,279.8
U1615,26,Chile,Standard,2022-06-19,192.7
U1616,18,Argentina,Premium,2023-11-17,570.0
U1617,39,Colombia,Premium,2024-02-04,599.4
U1618,58,Colombia,Standard,2022-04-01,41.3
U1619,31,Mexico,Premium,2023-07-20,834.6
U1620,39,Mexico,Standard,2022-09-08,530.2
U1621,45,Peru,Basic,2022-03-15,289.6
U1622,28,Mexico,Basic,2023-04-29,447.1
U1623,42,Mexico,Standard,2022-07-14,507.0
U1624,41,Argentina,Standard,2023-10-16,304.5
U1625,40,Peru,Basic,2023-08-26,243.8
U1626,59,Colombia,Standard,2022-05-25,76.3
U1627,27,Argentina,Basic,2022-04-04,507.9
U1628,62,Chile,Basic,2022-05-13,112.9
U1629,56,Peru,Premium,2023-01-23,47.7
U1630,32,Colombia,Premium,2023-11-16,790.8
U1631,51,Colombia,Standard,2022-04-21,96.4
U1632,22,Argentina,Premium,2023-01-17,573.0
U1633,45,Chile,Standard,2022-09-19,176.2
U1634,59,Argentina,Standard,2022-11-22,520.7
U1635,38,Colombia,Standard,2023-09-03,78.7
U1636,38,Mexico,Basic,2022-01-11,160.9
U1637,41,Colombia,Standard,2023-07-20,485.8
U1638,25,Colombia,Standard,2022-06-28,632.9
U1639,59,Colombia,Basic,2023-04-27,446.0
U1640,55,Argentina,Standard,2023-05-16,516.1
U1641,62,Chile,Premium,2022-04-25,730.9
U1642,27,Peru,Basic,2022-07-04,415.8
U1643,40,Mexico,Standard,2024-02-23,307.1
U1644,54,Argentina,Basic,2024-01-05,414.0
U1645,26,Mexico,Premium,2022-04-16,581.1
U1646,27,Chile,Premium,2022-07-21,323.1
U1647,48,Mexico,Standard,2022-08-16,304.8
U1648,59,Argentina,Standard,2022-01-19,423.0
U1649,51,Mexico,Standard,2023-09-04,509.2
U1650,18,Peru,Basic,2022-11-02,259.2
U1651,24,Colombia,Premium,2022-07-01,925.2
U1652,53,Mexico,Standard,2023-05-05,17.3
U1653,21,Argentina,Standard,2022-07-27,500.8
U1654,45,Peru,Premium,2022-06-16,870.0
U1655,56,Mexico,Basic,2023-01-22,349.2
U1656,37,Colombia,Premium,2023-05-16,589.3
U1657,19,Peru,Basic,2022-02-26,158.6
U1658,56,Chile,Standard,2024-02-28,374.2
U1659,48,Peru,Premium,2023-07-04,898.4
U1660,48,Mexico,Standard,2022-12-15,204.1
U1661,39,Chile,Premium,2023-11-22,972.2
U1662,57,Peru,Premium,2023-09-25,543.0
U1663,65,Peru,Standard,2023-07-05,373.3
U1664,56,Argentina,Basic,2022-06-22,210.9
U1665,37,Colombia,Basic,2022-10-25,377.2
U1666,22,Peru,Basic,2022-08-25,461.9
U1667,44,Chile,Basic,2022-02-06,43.6
U1668,47,Argentina,Standard,2022-11-02,293.4
U1669,32,Mexico,Basic,2024-03-01,112.0
U1670,38,Peru,Standard,2023-11-16,342.2
U1671,47,Chile,Standard,2023-08-24,85.8
U1672,61,Peru,Basic,2023-05-01,96.8
U1673,46,Mexico,Basic,2024-02-22,328.5
U1674,32,Chile,Standard,2022-03-25,215.6
U1675,24,Argentina,Basic,2023-08-16,95.5
U1676,63,Chile,Standard,2023-09-15,325.3
U1677,55,Mexico,Standard,2022-01-26,195.7
U1678,29,Argentina,Basic,2023-08-10,180.3
U1679,47,Argentina,Standard,2022-09-07,108.7
U1680,54,Chile,Premium,2022-10-14,30.4
U1681,58,Mexico,Standard,2022-11-11,51.8
U1682,60,Argentina,Basic,2023-03-05,369.2
U1683,21,Chile,Premium,2023-02-22,1048.9
U1684,42,Mexico,Premium,2023-11-21,973.8
U1685,56,Argentina,Premium,2022-04-21,179.6
U1686,30,Chile,Basic,2023-12-18,403.9
U1687,29,Mexico,Standard,2023-07-23,161.6
U1688,43,Colombia,Basic,2023-09-08,462.1
U1689,30,Mexico,Premium,2023-06-05,106.1
U1690,38,Argentina,Premium,2022-05-28,718.0
U1691,30,Argentina,Basic,2022-09-10,110.4
U1692,21,Mexico,Premium,2022-11-03,741.9
U1693,27,Mexico,Premium,2023-01-06,45.1
U1694,63,Colombia,Standard,2022-12-02,438.8
U1695,61,Argentina,Premium,2023-03-22,82.3
U1696,54,Chile,Premium,2023-03-23,436.1
U1697,35,Colombia,Basic,2023-06-11,348.6
